date,day_of_week,is_sunday,month,year,is_vacation,is_gym_open,active_student_population,exam_phase,exam_intensity,academic_load_index,weather_condition,weather_impact_factor,interuni_event,event_boost_factor,gym_adoption_ratio,maintenance_flag,maintenance_severity,equipment_availability_ratio,effective_capacity,base_demand,raw_demand,daily_gym_footfall
2022-04-28,3,0,4,2022,0,1,224,midterm,0.75,0.8235962319898256,extreme_heat,0.78,0,1.0,0.37256126596592537,0,none,1.0,180,83.45372357636728,26.71260151543786,26
2022-04-29,4,0,4,2022,0,1,239,midterm,0.75,0.40914276154949925,extreme_heat,0.78,0,1.0,0.40917468334449636,0,none,1.0,180,97.79274931933463,54.20090031134613,54
2022-04-30,5,0,4,2022,0,1,244,midterm,0.75,0.611314305801396,extreme_heat,0.78,0,1.0,0.29109795663118093,0,none,1.0,180,71.02790141800814,29.80791558016198,29
2022-05-01,6,1,5,2022,1,0,200,none,1.0,0.5448938870609737,extreme_heat,0.78,0,1.0,0.43336120557755686,0,none,1.0,180,86.67224111551137,49.65593698375487,0
2022-05-02,0,0,5,2022,1,0,215,none,1.0,0.6952611934098197,extreme_heat,0.78,0,1.0,0.4261619310856129,0,none,1.0,180,91.62481518340677,42.48398287922313,0
2022-05-03,1,0,5,2022,1,0,238,none,1.0,0.7342266795090279,extreme_heat,0.78,0,1.0,0.3867810998622873,0,none,1.0,180,92.05390176722437,59.54354254531434,0
2022-05-04,2,0,5,2022,1,0,204,none,1.0,0.504800622359865,extreme_heat,0.78,0,1.0,0.43908994543855295,0,none,1.0,180,89.5743488694648,48.570056375534044,0
2022-05-05,3,0,5,2022,1,0,221,none,1.0,0.3869873194480725,extreme_heat,0.78,0,1.0,0.26716883961611126,0,none,1.0,180,59.04431355516059,39.15306940362003,0
2022-05-06,4,0,5,2022,1,0,228,none,1.0,0.5689958214408675,extreme_heat,0.78,0,1.0,0.3237775931868674,0,none,1.0,180,73.82129124660577,48.53426870677378,0
2022-05-07,5,0,5,2022,1,0,202,none,1.0,0.39834269453718407,extreme_heat,0.78,0,1.0,0.3132348269659024,0,none,1.0,180,63.27343504711228,43.23915331614865,0
2022-05-08,6,1,5,2022,1,0,211,none,1.0,0.8020080871289934,extreme_heat,0.78,0,1.0,0.38607396618786716,0,none,1.0,180,81.46160686563996,42.898753362066124,0
2022-05-09,0,0,5,2022,1,0,225,none,1.0,0.5204802996624106,extreme_heat,0.78,0,1.0,0.2974929630198927,0,none,1.0,180,66.93591667947585,34.30556337635635,0
2022-05-10,1,0,5,2022,1,0,215,none,1.0,0.4452017673031837,extreme_heat,0.78,0,1.0,0.3878747574668743,0,none,1.0,180,83.39307285537797,49.1340167099852,0
2022-05-11,2,0,5,2022,1,0,250,none,1.0,0.5277020458797362,extreme_heat,0.78,0,1.0,0.41852680719983565,0,none,1.0,180,104.63170179995892,65.5950144821748,0
2022-05-12,3,0,5,2022,1,0,236,none,1.0,0.2979310565705455,extreme_heat,0.78,0,1.0,0.38476014500419997,0,none,1.0,180,90.8033942209912,57.475195107627165,0
2022-05-13,4,0,5,2022,1,0,221,none,1.0,0.35425789422340226,extreme_heat,0.78,0,1.0,0.36418755118307505,0,none,1.0,180,80.48544881145959,54.9784731478499,0
2022-05-14,5,0,5,2022,1,0,228,none,1.0,0.6800620861916638,extreme_heat,0.78,0,1.0,0.30060633295496253,1,low,0.9,162,68.53824391373146,41.570598832746086,0
2022-05-15,6,1,5,2022,1,0,213,none,1.0,0.40146585815429064,extreme_heat,0.78,0,1.0,0.30765745169373176,0,none,1.0,180,65.53103721076486,47.035676631946245,0
2022-05-16,0,0,5,2022,1,0,227,none,1.0,0.34296335259770905,extreme_heat,0.78,0,1.0,0.4124809452648333,0,none,1.0,180,93.63317457511717,55.287966648766734,0
2022-05-17,1,0,5,2022,1,0,204,none,1.0,0.5804979128790929,extreme_heat,0.78,0,1.0,0.3889674501952666,0,none,1.0,180,79.34935983983438,57.95982038052489,0
2022-05-18,2,0,5,2022,1,0,246,none,1.0,0.6778556231994495,extreme_heat,0.78,0,1.0,0.34804902403112276,0,none,1.0,180,85.6200599116562,52.41154400237261,0
2022-05-19,3,0,5,2022,1,0,248,none,1.0,0.60784299659976,extreme_heat,0.78,0,1.0,0.3291045227117054,0,none,1.0,180,81.61792163250294,48.175124297822045,0
2022-05-20,4,0,5,2022,1,0,229,none,1.0,0.6494071528708725,extreme_heat,0.78,0,1.0,0.25,0,none,1.0,180,57.25,36.65678414582822,0
2022-05-21,5,0,5,2022,1,0,245,none,1.0,0.3864807367145809,extreme_heat,0.78,0,1.0,0.296457379065778,0,none,1.0,180,72.63205787111562,59.22398088652762,0
2022-05-22,6,1,5,2022,1,0,204,none,1.0,0.28672839998872346,extreme_heat,0.78,0,1.0,0.4455709543569861,0,none,1.0,180,90.89647468882517,53.737200945857,0
2022-05-23,0,0,5,2022,1,0,211,none,1.0,0.725200047793323,extreme_heat,0.78,0,1.0,0.28597722144987664,0,none,1.0,180,60.34119372592397,32.66051261774359,0
2022-05-24,1,0,5,2022,1,0,215,none,1.0,0.45159802417367967,extreme_heat,0.78,0,1.0,0.359473991061054,0,none,1.0,180,77.2869080781266,37.646106075162066,0
2022-05-25,2,0,5,2022,1,0,225,none,1.0,0.4623750475317429,extreme_heat,0.78,0,1.0,0.4003721986597599,0,none,1.0,180,90.08374469844598,58.373058915947354,0
2022-05-26,3,0,5,2022,1,0,225,none,1.0,0.6992291212773587,extreme_heat,0.78,0,1.0,0.28725386659988533,0,none,1.0,180,64.6321199849742,37.63979757079474,0
2022-05-27,4,0,5,2022,1,0,247,none,1.0,0.583434501410099,extreme_heat,0.78,0,1.0,0.35923552373905415,0,none,1.0,180,88.73117436354637,52.85065343837551,0
2022-05-28,5,0,5,2022,1,0,220,none,1.0,0.5683831658122411,extreme_heat,0.78,0,1.0,0.39689577687553274,0,none,1.0,180,87.3170709126172,49.17854959566205,0
2022-05-29,6,1,5,2022,1,0,238,none,1.0,0.8247503517351626,extreme_heat,0.78,0,1.0,0.3506249660953625,0,none,1.0,180,83.44874193069627,34.677483365405735,0
2022-05-30,0,0,5,2022,1,0,235,none,1.0,0.40347226544297854,extreme_heat,0.78,0,1.0,0.4934201527833384,0,none,1.0,180,115.95373590408452,78.68042065454495,0
2022-05-31,1,0,5,2022,1,0,232,none,1.0,0.6391760192121856,extreme_heat,0.78,0,1.0,0.2665700370560902,0,none,1.0,180,61.844248597012935,41.13114233728953,0
2022-06-01,2,0,6,2022,1,0,229,endterm,0.55,0.5085519687345627,normal,1.0,0,1.0,0.4029364264941939,0,none,1.0,180,92.27244166717041,38.03700274452458,0
2022-06-02,3,0,6,2022,1,0,236,endterm,0.55,0.5402888418294886,normal,1.0,0,1.0,0.3413599131301768,0,none,1.0,180,80.56093949872172,36.261207346088675,0
2022-06-03,4,0,6,2022,1,0,222,endterm,0.55,0.7292702639618798,normal,1.0,0,1.0,0.3885960077418337,0,none,1.0,180,86.26831371868708,28.33671062564967,0
2022-06-04,5,0,6,2022,1,0,209,endterm,0.55,0.5761753634434436,normal,1.0,0,1.0,0.3720653575849623,0,none,1.0,180,77.76165973525711,34.41673288228784,0
2022-06-05,6,1,6,2022,1,0,204,endterm,0.55,0.580744411857445,normal,1.0,0,1.0,0.31334219014450015,0,none,1.0,180,63.92180678947803,25.92835981401969,0
2022-06-06,0,0,6,2022,1,0,235,endterm,0.55,0.6608761005964703,normal,1.0,0,1.0,0.361449819622967,0,none,1.0,180,84.94070761139724,31.74737722979551,0
2022-06-07,1,0,6,2022,1,0,233,endterm,0.55,0.4452570905685672,normal,1.0,0,1.0,0.2571049274300856,0,none,1.0,180,59.90544809120995,25.020810371468844,0
2022-06-08,2,0,6,2022,1,0,230,endterm,0.55,0.37411854989914906,normal,1.0,0,1.0,0.38016237502856964,0,none,1.0,180,87.43734625657102,39.284283276272106,0
2022-06-09,3,0,6,2022,1,0,209,endterm,0.55,0.34327862089684497,normal,1.0,0,1.0,0.36490792329952626,0,none,1.0,180,76.26575596960099,37.57036844496464,0
2022-06-10,4,0,6,2022,1,0,218,endterm,0.55,0.20504651159359977,normal,1.0,0,1.0,0.3819330084321551,0,none,1.0,180,83.26139583820981,36.52177784607466,0
2022-06-11,5,0,6,2022,1,0,231,endterm,0.55,0.8084310694910484,normal,1.0,0,1.0,0.4029059162543575,0,none,1.0,180,93.07126665475658,33.260572328705805,0
2022-06-12,6,1,6,2022,1,0,200,endterm,0.55,0.3345187451417475,normal,1.0,0,1.0,0.3683809920104855,0,none,1.0,180,73.6761984020971,34.954208842298215,0
2022-06-13,0,0,6,2022,1,0,204,endterm,0.55,0.4668119564621342,normal,1.0,0,1.0,0.3574044709899138,0,none,1.0,180,72.91051208194241,29.028678375045644,0
2022-06-14,1,0,6,2022,1,0,244,endterm,0.55,0.4584780050166619,normal,1.0,0,1.0,0.30594658316693535,0,none,1.0,180,74.65096629273222,39.55227164037518,0
2022-06-15,2,0,6,2022,1,0,203,endterm,0.55,0.5461110046713651,normal,1.0,0,1.0,0.31438896181754744,0,none,1.0,180,63.82095924896213,25.092333352026344,0
2022-06-16,3,0,6,2022,1,0,215,endterm,0.55,0.6223605818808945,normal,1.0,0,1.0,0.40933673100886653,0,none,1.0,180,88.0073971669063,33.92047344533558,0
2022-06-17,4,0,6,2022,1,0,223,endterm,0.55,0.6290710232539618,normal,1.0,0,1.0,0.4218167702852989,0,none,1.0,180,94.06513977362165,34.9298472116248,0
2022-06-18,5,0,6,2022,1,0,215,endterm,0.55,0.4125383842146592,normal,1.0,0,1.0,0.33809447818439725,0,none,1.0,180,72.6903128096454,39.38617270476991,0
2022-06-19,6,1,6,2022,1,0,201,endterm,0.55,0.47493174293203827,normal,1.0,0,1.0,0.3523001373626637,0,none,1.0,180,70.8123276098954,33.29225825152658,0
2022-06-20,0,0,6,2022,1,0,248,endterm,0.55,0.542386992573245,normal,1.0,0,1.0,0.30476928125031166,0,none,1.0,180,75.58278175007729,29.50284685568331,0
2022-06-21,1,0,6,2022,1,0,227,endterm,0.55,0.46269633107246794,normal,1.0,0,1.0,0.40863784226337224,0,none,1.0,180,92.7607901937855,46.17528787916192,0
2022-06-22,2,0,6,2022,1,0,231,endterm,0.55,0.7411018364029989,normal,1.0,0,1.0,0.38327084118458893,0,none,1.0,180,88.53556431364004,34.94709300141035,0
2022-06-23,3,0,6,2022,1,0,226,endterm,0.55,0.5736462427457377,normal,1.0,0,1.0,0.44706087182318743,0,none,1.0,180,101.03575703204037,43.92026082570973,0
2022-06-24,4,0,6,2022,1,0,219,endterm,0.55,0.6102316679074726,normal,1.0,0,1.0,0.306083846141013,0,none,1.0,180,67.03236230488186,26.908628686589356,0
2022-06-25,5,0,6,2022,1,0,223,endterm,0.55,0.5994321903001119,normal,1.0,0,1.0,0.33109960504908914,0,none,1.0,180,73.83521192594688,28.55871928133196,0
2022-06-26,6,1,6,2022,1,0,211,endterm,0.55,0.6760210786227987,normal,1.0,0,1.0,0.3615722961262786,0,none,1.0,180,76.29175448264479,31.648038635935066,0
2022-06-27,0,0,6,2022,1,0,249,endterm,0.55,0.527153233805556,normal,1.0,0,1.0,0.3823244768862885,0,none,1.0,180,95.19879474468584,39.06654564904142,0
2022-06-28,1,0,6,2022,1,0,234,endterm,0.55,0.305475207806623,normal,1.0,0,1.0,0.3392166181226184,0,none,1.0,180,79.3766886406927,45.285003357049035,0
2022-06-29,2,0,6,2022,1,0,232,endterm,0.55,0.5599531927628962,normal,1.0,0,1.0,0.3063519454773149,0,none,1.0,180,71.07365135073707,26.48457599576049,0
2022-06-30,3,0,6,2022,1,0,232,endterm,0.55,0.40229646593122564,normal,1.0,0,1.0,0.39407037644617854,1,low,0.9,162,91.42432733551342,48.67317915378303,0
2022-07-01,4,0,7,2022,0,1,250,midterm,0.75,0.42070749773753646,heavy_rain,0.8,0,1.0,0.38605676812727907,0,none,1.0,180,96.51419203181976,47.62734610527054,47
2022-07-02,5,0,7,2022,0,1,242,midterm,0.75,0.587954602813264,heavy_rain,0.8,0,1.0,0.3041862949718137,0,none,1.0,180,73.61308338317892,34.79069652892058,34
2022-07-03,6,1,7,2022,0,0,236,midterm,0.75,0.6857424607150453,heavy_rain,0.8,0,1.0,0.41777214005527474,0,none,1.0,180,98.59422505304484,46.50682848524359,0
2022-07-04,0,0,7,2022,0,1,211,midterm,0.75,0.5031907365104092,heavy_rain,0.8,0,1.0,0.40850993545983016,0,none,1.0,180,86.19559638202416,38.704453474073944,38
2022-07-05,1,0,7,2022,0,1,202,midterm,0.75,0.5463249518898445,heavy_rain,0.8,0,1.0,0.35671482486238965,0,none,1.0,180,72.0563946222027,36.70589228932795,36
2022-07-06,2,0,7,2022,0,1,200,midterm,0.75,0.7553322416952857,heavy_rain,0.8,0,1.0,0.3539798931188018,0,none,1.0,180,70.79597862376036,21.61754603704143,21
2022-07-07,3,0,7,2022,0,1,232,midterm,0.75,0.5361129769232852,heavy_rain,0.8,0,1.0,0.3777028885557953,0,none,1.0,180,87.62707014494451,38.32785362484372,38
2022-07-08,4,0,7,2022,0,1,239,midterm,0.75,0.8902524671270593,heavy_rain,0.8,0,1.0,0.3069148464871871,0,none,1.0,180,73.35264831043771,25.720315396239005,25
2022-07-09,5,0,7,2022,0,1,209,midterm,0.75,0.5848264468447316,heavy_rain,0.8,0,1.0,0.3515015739582041,0,none,1.0,180,73.46382895726465,29.534317525306687,29
2022-07-10,6,1,7,2022,0,0,242,midterm,0.75,0.23588558612662736,heavy_rain,0.8,0,1.0,0.25,1,low,0.9,162,60.5,32.16827852126868,0
2022-07-11,0,0,7,2022,0,1,243,midterm,0.75,0.6130012431656798,heavy_rain,0.8,0,1.0,0.3938227822751468,1,low,0.9,162,95.69893609286066,45.01195006160722,45
2022-07-12,1,0,7,2022,0,1,228,midterm,0.75,0.5571737577324166,heavy_rain,0.8,0,1.0,0.271925338877907,0,none,1.0,180,61.99897726416279,30.94008176829986,30
2022-07-13,2,0,7,2022,0,1,212,midterm,0.75,0.6934629131124118,heavy_rain,0.8,0,1.0,0.42517099142144993,0,none,1.0,180,90.13625018134738,40.02162790741791,40
2022-07-14,3,0,7,2022,0,1,211,midterm,0.75,0.6009772026904937,heavy_rain,0.8,0,1.0,0.33349399530167745,0,none,1.0,180,70.36723300865394,29.93601259645219,29
2022-07-15,4,0,7,2022,0,1,230,midterm,0.75,0.47923160240243395,heavy_rain,0.8,0,1.0,0.33941665090344114,0,none,1.0,180,78.06582970779147,39.25783324813205,39
2022-07-16,5,0,7,2022,0,1,245,midterm,0.75,0.31635526455659513,heavy_rain,0.8,0,1.0,0.3186133046957747,0,none,1.0,180,78.0602596504648,41.41785545281737,41
2022-07-17,6,1,7,2022,0,0,201,midterm,0.75,0.46864651140709623,heavy_rain,0.8,0,1.0,0.33559805630389616,0,none,1.0,180,67.45520931708313,35.964412678018476,0
2022-07-18,0,0,7,2022,0,1,250,midterm,0.75,0.37242193186860495,heavy_rain,0.8,0,1.0,0.4209265672574018,0,none,1.0,180,105.23164181435045,57.90798121880348,57
2022-07-19,1,0,7,2022,0,1,249,midterm,0.75,0.4129214825292916,heavy_rain,0.8,0,1.0,0.25,0,none,1.0,180,62.25,31.275981414174623,31
2022-07-20,2,0,7,2022,0,1,234,midterm,0.75,0.5882867606630915,heavy_rain,0.8,0,1.0,0.4138482693044094,0,none,1.0,180,96.84049501723179,40.444871710057036,40
2022-07-21,3,0,7,2022,0,1,222,midterm,0.75,0.750485675652711,heavy_rain,0.8,0,1.0,0.3669011740550854,0,none,1.0,180,81.45206064022895,31.967257467908805,31
2022-07-22,4,0,7,2022,0,1,216,midterm,0.75,0.5592007294734471,heavy_rain,0.8,0,1.0,0.2896489176071392,0,none,1.0,180,62.564166203142065,27.53968775302186,27
2022-07-23,5,0,7,2022,0,1,225,midterm,0.75,0.32061754069472237,heavy_rain,0.8,0,1.0,0.2962343803475381,0,none,1.0,180,66.65273557819607,33.7637249235986,33
2022-07-24,6,1,7,2022,0,0,207,midterm,0.75,0.5666904002330211,heavy_rain,0.8,0,1.0,0.4338196513604101,0,none,1.0,180,89.8006678316049,42.78388403703017,0
2022-07-25,0,0,7,2022,0,1,228,midterm,0.75,0.6794947229968477,heavy_rain,0.8,0,1.0,0.3027246560028634,0,none,1.0,180,69.02122156865286,32.31357947457614,32
2022-07-26,1,0,7,2022,0,1,225,midterm,0.75,0.4085325643520927,heavy_rain,0.8,0,1.0,0.292332474470202,1,low,0.9,162,65.77480675579545,32.84703544471438,32
2022-07-27,2,0,7,2022,0,1,209,midterm,0.75,0.47989742499906235,heavy_rain,0.8,0,1.0,0.40686572711823643,0,none,1.0,180,85.03493696771142,41.2935085448372,41
2022-07-28,3,0,7,2022,0,1,225,midterm,0.75,0.5022032292093795,heavy_rain,0.8,0,1.0,0.3669276438142957,0,none,1.0,180,82.55871985821653,40.1518018247467,40
2022-07-29,4,0,7,2022,0,1,233,midterm,0.75,0.382265253037664,heavy_rain,0.8,0,1.0,0.30310372117318,0,none,1.0,180,70.62316703335094,34.04284712654636,34
2022-07-30,5,0,7,2022,0,1,250,midterm,0.75,0.5972420650765788,heavy_rain,0.8,0,1.0,0.36083124877023093,0,none,1.0,180,90.20781219255772,37.38236682553064,37
2022-07-31,6,1,7,2022,0,0,240,midterm,0.75,0.48185777770883276,heavy_rain,0.8,0,1.0,0.2987123658179861,1,low,0.9,162,71.69096779631667,28.628266220321663,0
2022-08-01,0,0,8,2022,0,1,206,none,1.0,0.5629298665860542,heavy_rain,0.8,0,1.0,0.40504106992113026,0,none,1.0,180,83.43846040375283,48.12502982721477,48
2022-08-02,1,0,8,2022,0,1,203,none,1.0,0.36687617332968503,heavy_rain,0.8,0,1.0,0.4030685482436567,1,low,0.9,162,81.8229152934623,58.49491702394948,58
2022-08-03,2,0,8,2022,0,1,249,none,1.0,0.43438125495148844,heavy_rain,0.8,0,1.0,0.3766003099410971,0,none,1.0,180,93.77347717533318,57.627148786099085,57
2022-08-04,3,0,8,2022,0,1,244,none,1.0,0.6083572036741657,heavy_rain,0.8,0,1.0,0.3680830530623508,0,none,1.0,180,89.81226494721359,53.07281775085474,53
2022-08-05,4,0,8,2022,0,1,210,none,1.0,0.4440750271862349,heavy_rain,0.8,0,1.0,0.4380594062433687,0,none,1.0,180,91.99247531110743,63.34439195460393,63
2022-08-06,5,0,8,2022,0,1,228,none,1.0,0.7590445776850108,heavy_rain,0.8,0,1.0,0.34998431636941124,0,none,1.0,180,79.79642413222577,46.76977305472164,46
2022-08-07,6,1,8,2022,0,0,235,none,1.0,0.44005457215780963,heavy_rain,0.8,0,1.0,0.29090629372895993,0,none,1.0,180,68.36297902630558,40.198909435305104,0
2022-08-08,0,0,8,2022,0,1,224,none,1.0,0.5337027088627829,heavy_rain,0.8,0,1.0,0.3724736956416153,0,none,1.0,180,83.43410782372183,57.73236579973692,57
2022-08-09,1,0,8,2022,0,1,220,none,1.0,0.6398886247809634,heavy_rain,0.8,0,1.0,0.4543023524768557,0,none,1.0,180,99.94651754490825,66.19852998276436,66
2022-08-10,2,0,8,2022,0,1,235,none,1.0,0.28724514006004526,heavy_rain,0.8,0,1.0,0.29926202534070734,1,medium,0.8,144,70.32657595506622,44.17064344425332,44
2022-08-11,3,0,8,2022,0,1,209,none,1.0,0.2358786782028836,heavy_rain,0.8,0,1.0,0.33192686166530067,0,none,1.0,180,69.37271408804784,46.12108169902106,46
2022-08-12,4,0,8,2022,0,1,236,none,1.0,0.2711515528144858,heavy_rain,0.8,0,1.0,0.3708223019050726,0,none,1.0,180,87.51406324959713,69.85231131464693,69
2022-08-13,5,0,8,2022,0,1,208,none,1.0,0.6893876155140773,heavy_rain,0.8,0,1.0,0.347304757549713,0,none,1.0,180,72.23938957034031,41.24055218194443,41
2022-08-14,6,1,8,2022,0,0,223,none,1.0,0.41722127811613297,heavy_rain,0.8,0,1.0,0.3008848209811342,0,none,1.0,180,67.09731507879293,34.792869231760406,0
2022-08-15,0,0,8,2022,0,1,234,none,1.0,0.8837298928502378,heavy_rain,0.8,0,1.0,0.4060928928115235,0,none,1.0,180,95.0257369178965,42.26877873699658,42
2022-08-16,1,0,8,2022,0,1,248,none,1.0,0.4153628602013917,heavy_rain,0.8,0,1.0,0.46600203610086294,0,none,1.0,180,115.56850495301401,75.17139986079535,75
2022-08-17,2,0,8,2022,0,1,234,none,1.0,0.5276826954795556,heavy_rain,0.8,0,1.0,0.35980657295119534,0,none,1.0,180,84.1947380705797,46.9585277673964,46
2022-08-18,3,0,8,2022,0,1,247,none,1.0,0.7313164928851813,heavy_rain,0.8,0,1.0,0.3047965855132,0,none,1.0,180,75.2847566217604,40.84798943536887,40
2022-08-19,4,0,8,2022,0,1,235,none,1.0,0.8009139332238684,heavy_rain,0.8,0,1.0,0.2725519737473262,0,none,1.0,180,64.04971383062166,34.93713001888818,34
2022-08-20,5,0,8,2022,0,1,217,none,1.0,0.8092255364954597,heavy_rain,0.8,0,1.0,0.36289879906105904,0,none,1.0,180,78.74903939624981,48.83722446358927,48
2022-08-21,6,1,8,2022,0,0,248,none,1.0,0.6812549345889714,heavy_rain,0.8,0,1.0,0.40519386716581285,0,none,1.0,180,100.48807905712158,56.78521545773174,0
2022-08-22,0,0,8,2022,0,1,238,none,1.0,0.6536093788717193,heavy_rain,0.8,0,1.0,0.37375838732476907,0,none,1.0,180,88.95449618329503,58.1954186115656,58
2022-08-23,1,0,8,2022,0,1,231,none,1.0,0.5888790423801775,heavy_rain,0.8,0,1.0,0.34987980795405726,0,none,1.0,180,80.82223563738722,56.4895521521039,56
2022-08-24,2,0,8,2022,0,1,223,none,1.0,0.6167541614249956,heavy_rain,0.8,0,1.0,0.3205364174105347,0,none,1.0,180,71.47962108254923,49.25487102376606,49
2022-08-25,3,0,8,2022,0,1,222,none,1.0,0.41732214255072,heavy_rain,0.8,0,1.0,0.2953918183640955,1,medium,0.8,144,65.5769836768292,44.94873233962124,44
2022-08-26,4,0,8,2022,0,1,231,none,1.0,0.37727016748665393,heavy_rain,0.8,0,1.0,0.39173756631624407,0,none,1.0,180,90.49137781905237,49.40037503542938,49
2022-08-27,5,0,8,2022,0,1,236,none,1.0,0.4994938313883572,heavy_rain,0.8,0,1.0,0.3956885810692793,0,none,1.0,180,93.3825051323499,62.53473658361756,62
2022-08-28,6,1,8,2022,0,0,211,none,1.0,0.4744723066212607,heavy_rain,0.8,0,1.0,0.27271351066546334,0,none,1.0,180,57.542550750412765,41.20753705598199,0
2022-08-29,0,0,8,2022,0,1,248,none,1.0,0.4320157926009087,heavy_rain,0.8,0,1.0,0.4294919489090342,0,none,1.0,180,106.51400332944048,69.91475759483914,69
2022-08-30,1,0,8,2022,0,1,212,none,1.0,0.6044581171185073,heavy_rain,0.8,0,1.0,0.37870356104470004,0,none,1.0,180,80.2851549414764,57.1947606114662,57
2022-08-31,2,0,8,2022,0,1,222,none,1.0,0.6432957812855766,heavy_rain,0.8,0,1.0,0.4199797322572897,0,none,1.0,180,93.23550056111831,60.15852488234331,60
2022-09-01,3,0,9,2022,0,1,224,endterm,0.55,0.5132610329437771,heavy_rain,0.8,0,1.0,0.2828936125757442,1,low,0.9,162,63.3681692169667,23.41686092971332,23
2022-09-02,4,0,9,2022,0,1,234,endterm,0.55,0.7216295121582893,heavy_rain,0.8,0,1.0,0.281708792229228,0,none,1.0,180,65.91985738163936,22.873938962481482,22
2022-09-03,5,0,9,2022,0,1,240,endterm,0.55,0.32874663287997424,heavy_rain,0.8,0,1.0,0.3425515345116351,0,none,1.0,180,82.21236828279243,32.46402063412108,32
2022-09-04,6,1,9,2022,0,0,229,endterm,0.55,0.4709510811080423,heavy_rain,0.8,0,1.0,0.3751392213447597,0,none,1.0,180,85.90688168794996,23.030879294305485,0
2022-09-05,0,0,9,2022,0,1,216,endterm,0.55,0.39247665190957925,heavy_rain,0.8,0,1.0,0.43981804114634815,0,none,1.0,180,95.0006968876112,33.47918059588075,33
2022-09-06,1,0,9,2022,0,1,248,endterm,0.55,0.22001950743904103,heavy_rain,0.8,0,1.0,0.38530394569075654,0,none,1.0,180,95.55537853130762,42.934571378648,42
2022-09-07,2,0,9,2022,0,1,219,endterm,0.55,0.48759789712359514,heavy_rain,0.8,0,1.0,0.3378659361593983,0,none,1.0,180,73.99264001890823,24.09047018971603,24
2022-09-08,3,0,9,2022,0,1,247,endterm,0.55,0.4817378737425075,heavy_rain,0.8,0,1.0,0.29868153961670535,0,none,1.0,180,73.77434028532622,25.62006332810779,25
2022-09-09,4,0,9,2022,0,1,224,endterm,0.55,0.7270174614863196,heavy_rain,0.8,0,1.0,0.41150002863595747,0,none,1.0,180,92.17600641445448,25.757786718040276,25
2022-09-10,5,0,9,2022,0,1,221,endterm,0.55,0.5946217526832166,heavy_rain,0.8,0,1.0,0.30176472871246424,0,none,1.0,180,66.6900050454546,26.353876232236992,26
2022-09-11,6,1,9,2022,0,0,212,endterm,0.55,0.3463719763506192,heavy_rain,0.8,0,1.0,0.4314234277386161,0,none,1.0,180,91.4617666805866,40.496853450361996,0
2022-09-12,0,0,9,2022,0,1,218,endterm,0.55,0.7781138849501282,heavy_rain,0.8,0,1.0,0.3357807675196745,0,none,1.0,180,73.20020731928905,20.222738465253855,20
2022-09-13,1,0,9,2022,0,1,248,endterm,0.55,0.683155054328803,heavy_rain,0.8,0,1.0,0.4295291036308925,0,none,1.0,180,106.52321770046133,34.564097700939016,34
2022-09-14,2,0,9,2022,0,1,235,endterm,0.55,0.5873146555202924,heavy_rain,0.8,0,1.0,0.3839465645029639,0,none,1.0,180,90.22744265819651,28.30660184635554,28
2022-09-15,3,0,9,2022,0,1,211,endterm,0.55,0.46602738517252523,heavy_rain,0.8,0,1.0,0.34315022552787705,0,none,1.0,180,72.40469758638206,27.513272311678904,27
2022-09-16,4,0,9,2022,0,1,240,endterm,0.55,0.35608411449147803,heavy_rain,0.8,0,1.0,0.32403018140869366,0,none,1.0,180,77.76724353808648,30.839457919076185,30
2022-09-17,5,0,9,2022,0,1,218,endterm,0.55,0.44416898358934204,heavy_rain,0.8,0,1.0,0.332954606132696,0,none,1.0,180,72.58410413692773,28.394603792407132,28
2022-09-18,6,1,9,2022,0,0,211,endterm,0.55,0.6633122929556279,heavy_rain,0.8,0,1.0,0.3714158346187619,0,none,1.0,180,78.36874110455875,26.174104200908484,0
2022-09-19,0,0,9,2022,0,1,208,endterm,0.55,0.7826879458901914,heavy_rain,0.8,0,1.0,0.3538578248108858,0,none,1.0,180,73.60242756066424,28.77624324554032,28
2022-09-20,1,0,9,2022,0,1,206,endterm,0.55,0.7314865292408284,heavy_rain,0.8,0,1.0,0.3203094295965647,0,none,1.0,180,65.98374249689233,18.426843166389073,18
2022-09-21,2,0,9,2022,0,1,227,endterm,0.55,0.4266725867320589,heavy_rain,0.8,0,1.0,0.34171842948411835,0,none,1.0,180,77.57008349289487,23.463767015166695,23
2022-09-22,3,0,9,2022,0,1,213,endterm,0.55,0.33205738500664833,heavy_rain,0.8,0,1.0,0.3539288514859575,0,none,1.0,180,75.38684536650895,27.633744221899658,27
2022-09-23,4,0,9,2022,0,1,230,endterm,0.55,0.5211329370366806,heavy_rain,0.8,0,1.0,0.25,1,low,0.9,162,57.5,16.886060259352636,16
2022-09-24,5,0,9,2022,0,1,218,endterm,0.55,0.23473409516557225,heavy_rain,0.8,0,1.0,0.3729084057394349,0,none,1.0,180,81.29403245119681,27.573659386082085,27
2022-09-25,6,1,9,2022,0,0,246,endterm,0.55,0.5484751571277172,heavy_rain,0.8,0,1.0,0.3010139387641596,0,none,1.0,180,74.04942893598326,22.88692950303902,0
2022-09-26,0,0,9,2022,0,1,215,endterm,0.55,0.4778596120551997,heavy_rain,0.8,0,1.0,0.29233337983971275,0,none,1.0,180,62.85167666553824,20.305887692261635,20
